name,rating,price,URL,transactions,location,cuisine,id,review counts,num_id,comments,processed_comments,processed_cuisine,processed_transactions,bogs
Cafe Spaghetti,5,low,https://www.yelp.com/biz/cafe-spaghetti-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Italian,2_3W7NFFN3m4U_8ffgEuyQ,70,224,Good meal and cute outdoor seating.  Enjoyed what we ordered but was a bit out of the way for us.,Good meal cute outdoor seating Enjoyed order bit way u,Italian,pickup delivery,Italian Good meal cute outdoor seating Enjoyed order bit way u pickup delivery
Verde on Smith,4,low,https://www.yelp.com/biz/verde-on-smith-brooklyn-4?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery, restaurant_reservation", Brooklyn,Italian,J0c8ZtHPf08TMVeojPkNkQ,841,225,Best food and service yesterday I had chicken Marsala it was amazing .,Best food service yesterday I chicken Marsala amaze,Italian,pickup delivery,Italian Best food service yesterday I chicken Marsala amaze pickup delivery
Suram NYC,5,low,https://www.yelp.com/biz/suram-nyc-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Ramen,PkljF7EKWE5CfPD_zr3Jyg,16,226,Really not a fan of the chicken ramen here but the Chirashi bowl was good! Maybe err on the side of the sushi over the ramen. The takoyaki wasn't bad either. Currently BYOB. Nice to have another not too crazy expensive option in Hudson Yards!,Really fan chicken ramen Chirashi bowl good Maybe err side sushi ramen The takoyaki bad either Currently BYOB Nice another crazy expensive option Hudson Yards,Ramen,pickup delivery,Ramen Really fan chicken ramen Chirashi bowl good Maybe err side sushi ramen The takoyaki bad either Currently BYOB Nice another crazy expensive option Hudson Yards pickup delivery
Katsu-Hama,5,low,https://www.yelp.com/biz/katsu-hama-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery, restaurant_reservation", New York,Japanese,-J8VuX3wGrYSOBu2G0hMsw,1562,227,"The amount of cabbage surprised me a bit, but I was able to finish most of everything. I got the whole set.. very tasty.. my first time having a miso soup like this, with things other than tofu and seaweed.. only thing though, i thought the potato salad would be a bit more.",The amount cabbage surprise bit I able finish everything I get whole set tasty first time miso soup like thing tofu seaweed thing though think potato salad would bit,Japanese,pickup delivery,Japanese The amount cabbage surprise bit I able finish everything I get whole set tasty first time miso soup like thing tofu seaweed thing though think potato salad would bit pickup delivery
Osteria La Baia,2,low,https://www.yelp.com/biz/osteria-la-baia-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Italian,OWNmOq-TAsHjGcYdCVclSw,74,228,"Everything was just fine. For a Midtown Manhattan restaurant it is actually disappointing. With all the great choices in Midtown, particularly for Italian food, there is little reason to go to Osteria La Baia. The service was ok, as was the food. The room is nice, but nothing special. On a Saturday evening it was half empty. Overall it was disappointing.",Everything fine For Midtown Manhattan restaurant actually disappointing With great choice Midtown particularly Italian food little reason go Osteria La Baia The service ok food The room nice nothing special On Saturday even half empty Overall disappoint,Italian,,Italian Everything fine For Midtown Manhattan restaurant actually disappointing With great choice Midtown particularly Italian food little reason go Osteria La Baia The service ok food The room nice nothing special On Saturday even half empty Overall disappoint 
Olmsted,1,mid-range,https://www.yelp.com/biz/olmsted-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,American (New),Ulr_Nyp2nvt82EPH_BiftA,474,229,"My boyfriend and I came here for our anniversary dinner. We were blown away by everything we ordered. It was creative, delicious, and presented in a way that was truly special. The scallops appetizer and the s'mores dessert was a huge highlight. We also thought it was so sweet they brought us another dessert to celebrate our anniversary. We'll definitely be coming back.",My boyfriend I come anniversary dinner We blow away everything order It creative delicious present way truly special The scallop appetizer dessert huge highlight We also think sweet bring u another dessert celebrate anniversary We definitely come back,American New,pickup delivery,American New My boyfriend I come anniversary dinner We blow away everything order It creative delicious present way truly special The scallop appetizer dessert huge highlight We also think sweet bring u another dessert celebrate anniversary We definitely come back pickup delivery
Cafe Volkan,5,low,https://www.yelp.com/biz/cafe-volkan-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Coffee & Tea,WF_RB9-e0a1s2ulaPZdrqQ,44,230,"Cafe Volkan is a cute little neighborhood cafe in Boerum Hill. I ordered a 12 oz iced almond milk latte ($6) and it was solid. They have both indoor and outdoor seating, but not much (maybe 12 seats in total). The inside space was great for reading -- music was pretty at a good volume, and most people were there working / reading.",Cafe Volkan cute little neighborhood cafe Boerum Hill I order oz ice almond milk latte solid They indoor outdoor seating much maybe seat total The inside space great read music pretty good volume people work reading,Coffee Tea,pickup delivery,Coffee Tea Cafe Volkan cute little neighborhood cafe Boerum Hill I order oz ice almond milk latte solid They indoor outdoor seating much maybe seat total The inside space great read music pretty good volume people work reading pickup delivery
Somtum Der Redhook,5,low,https://www.yelp.com/biz/somtum-der-redhook-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Thai,pREotiEdCIV1GKSp_pLgNA,76,231,"I came here a few times during the pandemic and the food was always very good except for the small portion of the price paid.  but things changed later, I came back today and all the dishes were very salty or not as good as before anymore probably due to staff changes. I kept drinking water none stop and felt nasty.  Don't think i wanna go back anymore but maybe the lower east location",I come time pandemic food always good except small portion price pay thing change later I come back today dish salty good anymore probably due staff change I keep drink water none stop felt nasty Do think wan na go back anymore maybe lower east location,Thai,pickup delivery,Thai I come time pandemic food always good except small portion price pay thing change later I come back today dish salty good anymore probably due staff change I keep drink water none stop felt nasty Do think wan na go back anymore maybe lower east location pickup delivery
Fat Fowl,4,low,https://www.yelp.com/biz/fat-fowl-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Caribbean,6gpx42BtqgUdyYe8y9DP4Q,53,232,"THE BLACK RICE! Its a must try. Food is tremendous, the people even better. Chef and his staff are always pleasant, and make me feel like this is my neighborhood spot.",THE BLACK RICE Its must try Food tremendous people even better Chef staff always pleasant make feel like neighborhood spot,Caribbean,pickup delivery,Caribbean THE BLACK RICE Its must try Food tremendous people even better Chef staff always pleasant make feel like neighborhood spot pickup delivery
Taiwanese Yummy,5,low,https://www.yelp.com/biz/taiwanese-yummy-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,,New York,Taiwanese,6YxjANE2V7n8TehK79C9wg,3,233,Yummy food. Authentic Taiwanese. Highly recommend. Nice service. Sausage is delicious. Everything is delicious.,Yummy food Authentic Taiwanese Highly recommend Nice service Sausage delicious Everything delicious,Taiwanese,,Taiwanese Yummy food Authentic Taiwanese Highly recommend Nice service Sausage delicious Everything delicious 
7th Street Burger,4,low,https://www.yelp.com/biz/7th-street-burger-new-york-9?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Burgers,VVYea3NzbklOyHEzSEavWw,44,234,My brother claimed this the best burger of nyc! We got the loaded fries and double burgers again. Phenomenal!!,My brother claim best burger nyc We get loaded fry double burger Phenomenal,Burgers,pickup delivery,Burgers My brother claim best burger nyc We get loaded fry double burger Phenomenal pickup delivery
Clinton Hall - FiDi,4,low,https://www.yelp.com/biz/clinton-hall-fidi-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Bars,nm5rcWNmfevNXLNQAITi5w,758,235,"Had a great time here! The bartender Keith knows what's he's doing, he's very knowledgeable and friendly. Our drinks came out great and the food was good as well.",Had great time The bartender Keith know knowledgeable friendly Our drink come great food good well,Bars,pickup delivery,Bars Had great time The bartender Keith know knowledgeable friendly Our drink come great food good well pickup delivery
Nabila’s,5,low,https://www.yelp.com/biz/nabila-s-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,Lebanese,tvgvaUpOJ6OQv6edy-zAQw,19,236,"Lebanese dinner at @nabilasbrooklyn ! The staff were pretty nice, and I really enjoyed the chicken rice with their flavorful garlic sauce. The batata harrah (fried potatoes) were also very new to me - crunchy on the outside and chewy on the inside. Yummy! These were too much food for two people though...",Lebanese dinner nabilasbrooklyn The staff pretty nice I really enjoy chicken rice flavorful garlic sauce The batata harrah fried potato also new crunchy outside chewy inside Yummy These much food two people though,Lebanese,,Lebanese Lebanese dinner nabilasbrooklyn The staff pretty nice I really enjoy chicken rice flavorful garlic sauce The batata harrah fried potato also new crunchy outside chewy inside Yummy These much food two people though 
Monarch Restaurant,5,low,https://www.yelp.com/biz/monarch-restaurant-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Pan Asian,jLhKLKuNPMTzAMJgEY5DsQ,114,237,"BRUNCH WAS CRAZYYY!!! The kimchi waffle was amazing. Not that spicy, but so fresh tasting with an almost mochi like texture. The black sesame French toast was the perfect amount of sweet, with so many different components",BRUNCH WAS CRAZYYY The kimchi waffle amaze Not spicy fresh taste almost mochi like texture The black sesame French toast perfect amount sweet many different component,Pan Asian,pickup delivery,Pan Asian BRUNCH WAS CRAZYYY The kimchi waffle amaze Not spicy fresh taste almost mochi like texture The black sesame French toast perfect amount sweet many different component pickup delivery
La Chilaquería - New York,5,low,https://www.yelp.com/biz/la-chilaquer%C3%ADa-new-york-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Mexican,IpBG_nY_opO9Zy-xNBEQCg,42,238,The best breakfast BURRITO I have ever had!!! And the Mexican latte was delicious and flavorful. The ambience was very warm and inviting as well. Good date breakfast spot on a rainy day.,The best breakfast BURRITO I ever And Mexican latte delicious flavorful The ambience warm inviting well Good date breakfast spot rainy day,Mexican,,Mexican The best breakfast BURRITO I ever And Mexican latte delicious flavorful The ambience warm inviting well Good date breakfast spot rainy day 
Fine & Rare,4,mid-range,https://www.yelp.com/biz/fine-and-rare-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,American (New),Xk3BVvlX-KXh6kJhbClMKw,495,239,Excellent night Great service Atmosphere was elegant lots of fun Food and drinks were great,Excellent night Great service Atmosphere elegant lot fun Food drink great,American New,pickup delivery,American New Excellent night Great service Atmosphere elegant lot fun Food drink great pickup delivery
Do Not Disturb,4,low,https://www.yelp.com/biz/do-not-disturb-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Speakeasies,WoMVwgn3E265w37gAM4BRQ,26,240,"One of the more elevated speakeasy experiences I've had in a while. Crowd felt more New York than touristy, the music playlist added to the ambience. Cocktails were strong and the space itself was inviting without feeling stuffy. I wouldn't come here for a full dinner but definitely a pre or post dinner drink.",One elevated speakeasy experience I Crowd felt New York touristy music playlist add ambience Cocktails strong space invite without feel stuffy I would come full dinner definitely pre post dinner drink,Speakeasies,,Speakeasies One elevated speakeasy experience I Crowd felt New York touristy music playlist add ambience Cocktails strong space invite without feel stuffy I would come full dinner definitely pre post dinner drink 
Fukurou Brooklyn,5,low,https://www.yelp.com/biz/fukurou-brooklyn-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Ramen,O7b3WKYglyu_3lYxN7GXRQ,36,241,"I live nearby and decided to try it for lunch with a friend. We ordered the lunch special which just comes with a choice of potsticker, edamame or salad. I got the spicy tonkotsu ramen and my friend got the shrimp tempura shoyu. I guess I didn't have any expectations, but was very pleasantly surprised by the ramen. The broth was very good. The meat was tender. There was a slightly sweetness to it. I really enjoyed it. Would come back for sure.",I live nearby decide try lunch friend We order lunch special come choice potsticker edamame salad I get spicy tonkotsu ramen friend get shrimp tempura shoyu I guess I expectation pleasantly surprise ramen The broth good The meat tender There slightly sweetness I really enjoy Would come back sure,Ramen,pickup delivery,Ramen I live nearby decide try lunch friend We order lunch special come choice potsticker edamame salad I get spicy tonkotsu ramen friend get shrimp tempura shoyu I guess I expectation pleasantly surprise ramen The broth good The meat tender There slightly sweetness I really enjoy Would come back sure pickup delivery
Tipsy Shanghai,2,low,https://www.yelp.com/biz/tipsy-shanghai-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Shanghainese,X4hEgOBOLTYFhlWO-gAFxQ,359,242,Looks like they have a few locations so must have something about it. The shumai were my jam. The pork ribs also was solid but not my favorite. The cold carp fish dish wasn't my thing but I love to try authentic dishes. The reason you come here is the dumplings and the soup dumplings were delicious. The bread type pork dumplings were my favorite. I think they were pan-fried and lovely. This place is in the 4 star range and like I mentioned... come for the dumplings and enjoy!,Looks like location must something The shumai jam The pork rib also solid favorite The cold carp fish dish thing I love try authentic dish The reason come dumpling soup dumpling delicious The bread type pork dumpling favorite I think lovely This place star range like I mention come dumpling enjoy,Shanghainese,pickup delivery,Shanghainese Looks like location must something The shumai jam The pork rib also solid favorite The cold carp fish dish thing I love try authentic dish The reason come dumpling soup dumpling delicious The bread type pork dumpling favorite I think lovely This place star range like I mention come dumpling enjoy pickup delivery
Karasu,4,mid-range,https://www.yelp.com/biz/karasu-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,Japanese,eyjeP9CJZ_gYgeJFP_vtpQ,111,243,"Karasu is a Japanese speakeasy hidden behind a secret door inside Walter's, and has been my go-to for special occasions since before the pandemic. Their art deco interior paired with dimly lit private tables create a sexy, intimate atmosphere - especially as you sip on their unique twists on classic cocktails. Order the Koji Ribeye, for sure!!! I've been to my fair share of Japanese steakhouses, and this cut was seasoned and cooked to PERFECTION. Always one of the most memorable dishes that come to mind when friends or coworkers ask for restaurant recommendations. Definitely worth the drive out from Queens or Long Island, I will continue coming for as long as they remain open.",Karasu Japanese speakeasy hide behind secret door inside Walter special occasion since pandemic Their art deco interior pair dimly lit private table create sexy intimate atmosphere especially sip unique twist classic cocktail Order Koji Ribeye sure I fair share Japanese steakhouse cut season cook PERFECTION Always one memorable dish come mind friend coworkers ask restaurant recommendation Definitely worth drive Queens Long Island I continue come long remain open,Japanese,,Japanese Karasu Japanese speakeasy hide behind secret door inside Walter special occasion since pandemic Their art deco interior pair dimly lit private table create sexy intimate atmosphere especially sip unique twist classic cocktail Order Koji Ribeye sure I fair share Japanese steakhouse cut season cook PERFECTION Always one memorable dish come mind friend coworkers ask restaurant recommendation Definitely worth drive Queens Long Island I continue come long remain open 
Saraghina Caffè,2,low,https://www.yelp.com/biz/saraghina-caff%C3%A8-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, Brooklyn,Italian,qs5x7OfTtpgQ4xQeN7N4Iw,49,244,"Julianna was the best!!!!! The food was so good and not over priced. Good ambience and great details. We enjoyed the birthday brunch here. Only one thing that threw us of was the hostess. She need to be more communicative and friendly also put on some smile on her face, I assume her name is Anna. Anyway love the place and this is only suggestion for the better. Please don't be mad.",Julianna best The food good price Good ambience great detail We enjoy birthday brunch Only one thing throw u hostess She need communicative friendly also put smile face I assume name Anna Anyway love place suggestion better Please mad,Italian,,Italian Julianna best The food good price Good ambience great detail We enjoy birthday brunch Only one thing throw u hostess She need communicative friendly also put smile face I assume name Anna Anyway love place suggestion better Please mad 
Elder Greene,1,low,https://www.yelp.com/biz/elder-greene-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Cocktail Bars,3BbKR2GURXEXihFrDYqQkg,69,245,Nice little pub and decent bar food. Service was good and atmosphere was nice. Would return to while away some time.,Nice little pub decent bar food Service good atmosphere nice Would return away time,Cocktail Bars,pickup delivery,Cocktail Bars Nice little pub decent bar food Service good atmosphere nice Would return away time pickup delivery
The HiHi Room,4,low,https://www.yelp.com/biz/the-hihi-room-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Burgers,QyB52nUrwJRY0ipuwcfR_A,71,246,"I dislike veggie burgers. But they have an amazing veggie burger. Basically, everything on the menu is amazing. Damn, on my way right now.",I dislike veggie burger But amazing veggie burger Basically everything menu amaze Damn way right,Burgers,pickup delivery,Burgers I dislike veggie burger But amazing veggie burger Basically everything menu amaze Damn way right pickup delivery
LaRina Pastificio & Vino,4,low,https://www.yelp.com/biz/larina-pastificio-and-vino-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Brooklyn,Bars,vhqFa_0SG9M7Ra1OTmfB9A,219,247,The appetizers? Incredible. The bread? Nice touch. Wine? Maybe not like the greatest but totally solid. Cocktails? Good. Getting a reservation? Better than most. But skip the pasta. I know it's counterintuitive to skip the pasta at an Italian place but honestly everything else is WAY better and the pasta is just ok. Thank me later,The appetizer Incredible The bread Nice touch Wine Maybe like greatest totally solid Cocktails Good Getting reservation Better But skip pasta I know counterintuitive skip pasta Italian place honestly everything else WAY better pasta ok Thank later,Bars,pickup delivery,Bars The appetizer Incredible The bread Nice touch Wine Maybe like greatest totally solid Cocktails Good Getting reservation Better But skip pasta I know counterintuitive skip pasta Italian place honestly everything else WAY better pasta ok Thank later pickup delivery
The Warren,5,low,https://www.yelp.com/biz/the-warren-new-york?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Gastropubs,4LoroCI3VtQ17dyQa75-Rg,280,248,This place is cozy and dimly lit and the food is amazing. It reminded me of all of my favorite things about eating in NYC. Our server was great. We were a group of 6 and we ordered a lot of small plates so we could all try different things and she was really sweet and made good recommendations. Had a really great experience.,This place cozy dimly lit food amaze It remind favorite thing eat NYC Our server great We group order lot small plate could try different thing really sweet make good recommendation Had really great experience,Gastropubs,pickup delivery,Gastropubs This place cozy dimly lit food amaze It remind favorite thing eat NYC Our server great We group order lot small plate could try different thing really sweet make good recommendation Had really great experience pickup delivery
Five Leaves,1,low,https://www.yelp.com/biz/five-leaves-brooklyn-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,delivery, Brooklyn,American (New),1Q3oaJahyGRogDWgpo7PIw,1710,249,Excellent restaurant. The most delicious food. Great staff.  Cool people watching. Terrific service. Hot nespresso martini is a winner. Their kale salad is the best in New York City.  Have the pancakes.  Go hungry. Eat like crazy. It's such a great fun place. Enjoy.,Excellent restaurant The delicious food Great staff Cool people watch Terrific service Hot nespresso martini winner Their kale salad best New York City Have pancake Go hungry Eat like crazy It great fun place Enjoy,American New,delivery,American New Excellent restaurant The delicious food Great staff Cool people watch Terrific service Hot nespresso martini winner Their kale salad best New York City Have pancake Go hungry Eat like crazy It great fun place Enjoy delivery
Tuk Tuk,4,low,https://www.yelp.com/biz/tuk-tuk-long-island-city?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", Long Island City,Thai,f7jZvRH-h76F4emzvKytaQ,762,250,"Food was good, especially the Yum Nam Khao Todd salad, but I wish they'd have been more careful about their packaging. When you charge $5 for a Thai iced tea, you need to package it so that it doesn't tip over in the bag and then end up looking like the attached photo. Also, I'm sorry, but straws made out of paper don't work because they get soggy and then close up, bend and don't let liquid through. That's just common sense.",Food good especially Yum Nam Khao Todd salad I wish careful packaging When charge Thai iced tea need package tip bag end look like attached photo Also I sorry straw make paper work get soggy close bend let liquid That common sense,Thai,pickup delivery,Thai Food good especially Yum Nam Khao Todd salad I wish careful packaging When charge Thai iced tea need package tip bag end look like attached photo Also I sorry straw make paper work get soggy close bend let liquid That common sense pickup delivery
P.J. Clarke's,3,low,https://www.yelp.com/biz/p-j-clarkes-new-york-8?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,American (Traditional),B-MDhRKRTmTqj4Vp_p8AGw,670,251,"I have mixed feelings about P.J Clarke's mainly because of the crowd but not necessarily the service or physical restaurant environment. Overall it was a great time, I recommend ordering a bottle of wine and a few appetizers and enjoy the scenery.",I mix feeling Clarke mainly crowd necessarily service physical restaurant environment Overall great time I recommend order bottle wine appetizer enjoy scenery,American Traditional,pickup delivery,American Traditional I mix feeling Clarke mainly crowd necessarily service physical restaurant environment Overall great time I recommend order bottle wine appetizer enjoy scenery pickup delivery
Popular,1,mid-range,https://www.yelp.com/biz/popular-new-york-3?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,, New York,Peruvian,UUkSQzJVsbOla6Os9NZT9Q,104,252,"Date night approved!!!!! Can't wait to go back!. The restaurant is located on the first floor of the public hotel. We had reservations, were seated right away. The food was so good, I was left dreaming about their fried rice. I can't remember the exact name but it was so good. It's Peruvian style fried rice. We also had the lomo Saltado and octopus! So delicious. The drinks were delicious as well. Everything was exquisite. The place is super beautiful, surrounded by tons of greenery and they had a live band playing. And of course the service was great, no problems there. Did I mention we'll be back? Must visit!",Date night approve Ca wait go back The restaurant locate first floor public hotel We reservation seat right away The food good I leave dream fried rice I ca remember exact name good It Peruvian style fry rice We also lomo Saltado octopus So delicious The drink delicious well Everything exquisite The place super beautiful surround ton greenery live band playing And course service great problem Did I mention back Must visit,Peruvian,,Peruvian Date night approve Ca wait go back The restaurant locate first floor public hotel We reservation seat right away The food good I leave dream fried rice I ca remember exact name good It Peruvian style fry rice We also lomo Saltado octopus So delicious The drink delicious well Everything exquisite The place super beautiful surround ton greenery live band playing And course service great problem Did I mention back Must visit 
THEP Thai Restaurant,5,low,https://www.yelp.com/biz/thep-thai-restaurant-new-york-5?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"pickup, delivery", New York,Thai,O1fUmxt3kbV-rnyjBtzAfw,2555,253,"We visited Thep Thai for lunch on a Saturday afternoon before visiting the Guggenheim museum. The outdoor area is warm, cozy and well decorated. We were a large party of 6 people and were seated on one of the community tables. The food was perfectly spiced and the portion sizes were great! We got the pad kee mao, basil fried rice, pineapple fried rice and the Massaman curry for all of us to share. Even though the place was crowded the service was wonderful and the server kept checking in on us.",We visit Thep Thai lunch Saturday afternoon visit Guggenheim museum The outdoor area warm cozy well decorate We large party people seat one community table The food perfectly spice portion size great We get pad kee mao basil fry rice pineapple fry rice Massaman curry u share Even though place crowd service wonderful server keep check u,Thai,pickup delivery,Thai We visit Thep Thai lunch Saturday afternoon visit Guggenheim museum The outdoor area warm cozy well decorate We large party people seat one community table The food perfectly spice portion size great We get pad kee mao basil fry rice pineapple fry rice Massaman curry u share Even though place crowd service wonderful server keep check u pickup delivery
Go! Go! Curry!,4,low,https://www.yelp.com/biz/go-go-curry-new-york-33?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", New York,Japanese Curry,alFl7eiu6Go-YxZAdp88Fw,403,254,"Best Japanese curry in my opinion, they are consistent and quick. If you want a good meal, I would definitely recommend this chain restaurant.",Best Japanese curry opinion consistent quick If want good meal I would definitely recommend chain restaurant,Japanese Curry,delivery pickup,Japanese Curry Best Japanese curry opinion consistent quick If want good meal I would definitely recommend chain restaurant delivery pickup
Purepecha,5,low,https://www.yelp.com/biz/purepecha-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew,"delivery, pickup", Brooklyn,Mexican,1ux5rxwWjKxoXHUyGynwSg,84,255,"I went back and tried the Enchiladas Placeras Platter and now I can see much more why people love this place. This dish consisting of, ""3 red semi-fried tortillas in our grandmas red special sauce, filled with tinga or refried beans, topped with lettuce, tomato sauce and Cotija cheese,"" is outstanding and very much worth it for $13. The Tinga Tostadas are also good. Was also a fan of the Mezcalita. I guess when inside a Michoacán restaurant, order Michoacán food (who would have thought.) Will be back again likely to try the tacos Michoacán as I haven't had a good version in a while.",I go back try Enchiladas Placeras Platter I see much people love place This dish consisting red tortilla grandma red special sauce fill tinga refried bean top lettuce tomato sauce Cotija cheese outstanding much worth The Tinga Tostadas also good Was also fan Mezcalita I guess inside Michoacán restaurant order Michoacán food would think Will back likely try taco Michoacán I good version,Mexican,delivery pickup,Mexican I go back try Enchiladas Placeras Platter I see much people love place This dish consisting red tortilla grandma red special sauce fill tinga refried bean top lettuce tomato sauce Cotija cheese outstanding much worth The Tinga Tostadas also good Was also fan Mezcalita I guess inside Michoacán restaurant order Michoacán food would think Will back likely try taco Michoacán I good version delivery pickup
