Kyle P.,/user_details?userid=PzebUOVaA0DJtm_TKVTXEQ,"New York, NY",1/17/2023,5,"Cool Place with lots of food choices and a bar, really clean space and looked like they had outdoor seating in the back. It was a bit to cold to sit outside but a nice option. Great service and friendly people from my experience visiting the first time.",https://www.yelp.com/biz/urbanspace-union-square-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Amy W.,/user_details?userid=D1iPaLo95SRmlJJwoEFQXQ,"Manhattan, NY",1/10/2023,3,"Went here to check out the options.  They have alot of stalls but nothing special that you can't find in the area.  We settled on Bob White and got the chicken sandwich and fries.  Tbh the fries were very tasty as for the sandwich it was nothing special. The space itself has potential, I think rhey should've rented to vendors that aren't readily available in the area.  It will be a challenge at first but maybe a Hawaiian, Caribbean, or Philippine option would be a start.",https://www.yelp.com/biz/urbanspace-union-square-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Maki L.,/user_details?userid=30tGYKSWYpj4qEWW_X-dVA,"Brooklyn, NY",1/4/2023,2,I  expected to have a delicious cup of coffee by the look of the shop display. But my expectation wasn't fulfilled. The coffee tastes too light like the street vender's. I hope they will improve the taste and the quality.,https://www.yelp.com/biz/urbanspace-union-square-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Krishna R.,/user_details?userid=q55oiyDUkNoCa9WVrr1-aQ,"New York, NY",12/24/2022,3,"Overpriced but good atmosphere. Would love for this to be my go-to lunch place, but it's too expensive. I was charged $2.18 for a regular Poland spring water bottle with no option for free tap water.",https://www.yelp.com/biz/urbanspace-union-square-new-york-2?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
M. P.,/user_details?userid=w3Eul_yYJGM44gqXSBqwAQ,"Lower East Side, New York, NY",3/8/2023,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Georgia H.,/user_details?userid=4_lblzuiahEoMmDyeFqMaw,"New York, NY",4/2/2023,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Vicki C.,/user_details?userid=tgX19R_1SnLnPGjuuNu7vQ,"New York, NY",3/23/2023,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Maria J.,/user_details?userid=qFqDBzbxWjXR6AVCQzKIow,"Brooklyn, NY",3/3/2023,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Brian L.,/user_details?userid=YqZniLami3yOXF3CSVxaFQ,"Queens, NY",1/15/2023,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Elaine T.,/user_details?userid=UdZcVkubujGQwqn-x3nyXg,"New York, NY",1/6/2023,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Jenny L.,/user_details?userid=oGKLXdzA6DEZLYJFzopqjQ,"Bay Ridge, Brooklyn, NY",1/30/2023,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Dawn Q.,/user_details?userid=kQXmgqKH6f_VbjRxSyZvWA,"New York, NY",12/29/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Betty S.,/user_details?userid=cSblr3REE6E5cbwH9srHDA,"Manhattan, NY",12/18/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Tamara A.,/user_details?userid=KOZjMEcXIMZn8OLOktLEaA,"New York, NY",2/18/2023,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Josh W.,/user_details?userid=knkoSMSG_JaXt_LoogAXsg,"Hyde Park, Tampa, FL",12/12/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Amanda L.,/user_details?userid=AMrhEi4bLvaAcC2XggeBsg,"New York, NY",10/15/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Nafisa H.,/user_details?userid=uySR3jDEk_DrvUt9fAThYg,"Brooklyn, NY",11/16/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Peggie Y.,/user_details?userid=-tU7fN7RjhukaahyS1zk0g,"New York, NY",9/19/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Rachelle K.,/user_details?userid=uOekHJw0GB5217GcOrJEjw,"Brooklyn, NY",10/4/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Shirley H.,/user_details?userid=GGuF5jQongYUl-fjO4sy_g,"Midtown East, New York, NY",1/9/2023,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Rebecca D.,/user_details?userid=KKe_o9FwA9qn5balJ2pipw,"New York, NY",10/26/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Jennifer Y.,/user_details?userid=EIdG0P5gT14bEiG2KCQCWQ,"New York, NY",9/10/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Nhung L.,/user_details?userid=CfVUzBPSma3sxQoF-S88Eg,"Brooklyn, NY",3/29/2023,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Anjanie S.,/user_details?userid=iGMKUyQ4FPuDQupRYCMX4w,"Long Island City, NY",2/25/2023,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Tiffany H.,/user_details?userid=GmQR50bIII7gDNRYEgfXfA,"Ann Arbor, MI",7/7/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Chris I.,/user_details?userid=ZPzsywvt7REXOufY4qUs5A,"Brooklyn, Brooklyn, NY",9/22/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Zehra M.,/user_details?userid=wTFYdqMQI8GMrKly2YNyuA,"New York, NY",12/3/2022,4,"Food was good but I didn't think it was worth the reservation hustle. I also agree with the other reviewers that the portions were smaller than expected. Granted - I wasn't expecting a Chinese takeout style portion, but the taste of the food wasn't remarkably complex for it to be portioned in that way. I loved the salt and pepper squid and fried rice, but the pepper steak chow mein tasted pretty average. The ice cream sundae was also fairly basic but it did satisfy my dessert craving.",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Karen K.,/user_details?userid=-YJesuUqCELDUnhpYhZeTA,"New York, NY",3/25/2023,4,"Had a really great meal at Bonnie's. Highly recommend the mcrib, walnut shrimp, and mushroom sticky rice - all unique and delicious dishes. Docking a star because I felt the food was a little overhyped (the famous cacio e pepe was just ok) and it was way too tough to get a reservation",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Jacky W.,/user_details?userid=Aqvima48Ne4TNpbWSLyFpQ,"Brooklyn, NY",1/26/2023,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
John L.,/user_details?userid=wPk5D6YoGZ3K8uYzyVvJXA,"Montclair, NJ",1/4/2023,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Christine H.,/user_details?userid=67YrvmdkWqC0arqgt0obJQ,"New York, NY",5/11/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Puanani K.,/user_details?userid=SE0v21qSqUaGN9XHfwEHLg,"New York, NY",10/28/2022,2,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Iris C.,/user_details?userid=qZR0xNQP9XTLi9MQuR5oXw,"Manhattan, NY",1/6/2023,1,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Hari K.,/user_details?userid=1A8IZE-9OwQm_4qVJy05uA,"Williamsburg - South Side, Brooklyn, NY",5/31/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Mitzi W.,/user_details?userid=Pc4LV-N3MHSzv3UO_9hY3Q,"Alameda, CA",3/21/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Scott B.,/user_details?userid=Mp5_W3CLsyQFFfnKpPd3oA,"New York, NY",2/2/2023,3,"Going to have to call this one hype. None of the dishes quite ""hit"" for me. The oysters were drowned in toppings and lost any subtlety as the one note mignonette hit the palate. The honey walnut shrimp while executed flawlessly also fell flat. You can check out the rolled noodle dish cheung fun taking over a few places these days but piggyback bar has this one beat.",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Morlene C.,/user_details?userid=VLTBPUrbNRR-f84h-altQw,"Brooklyn, NY",1/20/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Keith L.,/user_details?userid=Mj0Kxhwb7bCiDAUiSEHitg,"Goleta, CA",12/4/2022,1,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Eunice C.,/user_details?userid=6EEoMTcOAhm0DG6coD2gRQ,"Brooklyn, NY",8/12/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Kevin C.,/user_details?userid=lAOkhe0OG_hH39bFLlmxaA,"Brooklyn, NY",2/19/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Nathan T.,/user_details?userid=aMcKHHmstYecErc4uLAZ5A,"New York, NY",1/30/2023,5,"Some of the best Cantonese food I've had in the city, be sure to plan ahead as you need to make a reservation 2 weeks in advance. The char siu McRib is hands down a must order. They also were very welcome to special requests on some of the food (I asked the whole fish be uncut for a Lunar New Year tradition)",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Kelly P.,/user_details?userid=I5FWQPEPS1c5mipPnina4w,"Wahiawā, HI",1/9/2023,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Mike C.,/user_details?userid=37cpUoM8hlkSQfReIEBd-Q,"Forest Hills, NY",12/3/2021,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Adam W.,/user_details?userid=emeP3q1wBsmZDa3ZkRC8ug,"Detroit, MI",2/3/2023,2,"Pretty whatever about this place. Had the McRib, congee, and some other stuff that was all meh. Asked the bartender for chili oil and they looked at me like I had just told them I was a sex offender. Would probably have enjoyed it more if it wasn't so up its own ass and they let you sit at the (empty) bar to have a drink while you wait for your +1 to get there.",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Lily S.,/user_details?userid=dBsbWzp7Rw1LHtCh-Io6_A,"Brooklyn, NY",8/7/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Sacha S.,/user_details?userid=FWWyCp4anxjAVB8QFnpUkw,"Miami, FL",2/4/2023,1,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Walter W.,/user_details?userid=ek0zMeVD73XJ4GZwwXd-MQ,"New York, NY",12/10/2022,1,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Tony V.,/user_details?userid=1qZFT_7C8DZxj4cQ2peK-g,"Los Angeles, CA",9/10/2022,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Tory G.,/user_details?userid=n3XnJJyiC1SfxmIEt-_KYg,"Manhattan, NY",8/10/2022,4,"I thought the food was very good as were the drinks. The McRib was tasty, the long beans were delicious and the rice noodles were quite good as well. I love salt but I will note that everything was very salty especially the noodles and beans, I thought it was all very good regardless. We also tried the msg martini and the salted spritz both of those were really tasty. My biggest complaint would be the temperature in the restaurant, to be fair we went on one of the hottest days of the year, but it was almost unbearably hot inside.",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Paul T.,/user_details?userid=Jg4dJfz5KwmWANDEV1y7Aw,"Brooklyn, NY",3/25/2023,3,I tend to agree with several of the other posters. Not quite sure what all the fuss is about. Food was good but not great and prices were quite high for what you get. Our server was not interested at all. Even when we tried to engage she was brusque and not friendly in the least. I rarely review but this spot is sadly overrated in my view. We won't be going back.,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Abhiroop D.,/user_details?userid=XQa1im0tc5xCixgiZu3IpQ,"Bethlehem, PA",6/25/2022,5,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Joseph T.,/user_details?userid=SqVUNVeYJblyoUz4e-Fiqw,"Brooklyn, NY",5/24/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Parissa A.,/user_details?userid=m_xCofGMtsu-vM4ByePhrQ,"Medford, MA",12/14/2022,4,This place is pretty unique. The food was good and rich in flavor. The best thing we ordered was the Cha Siu McRib. We tried the popular MSG martini but preferred the riptide.,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Melody L.,/user_details?userid=v1yudQnMoQFHkwn63N04Pw,"New York, NY",3/19/2022,3,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Tanya P.,/user_details?userid=_COBBqeWELv_9QczP3zvEA,"Brooklyn, NY",10/29/2022,5,"Impeccable Cantonese food, especially loved the epically soft seared rice noodles and Salt and Pepper Squid",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Jordan J.,/user_details?userid=g5MwkkudDfR6_I3o1SsmiQ,"Manhattan, NY",4/3/2022,4,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Shawn H.,/user_details?userid=ufco-sxD9Org0AMxagNgQw,"New York, NY",4/24/2022,5,"This was fantastic, every bit as good as we expected. First visit, we got the wonton soup, shrimp with walnuts, squid, rice noodles, cacio pepe, and mcrib. We loved every dish, with the biggest standout being the incredible rice noodles -- these were an absolute showstopper, and I'll be dreaming of them until next time we come. We both agreed the squid would also be an absolute must next time, and my wife had the wontons up there too. The shrimp and walnuts were excellent (so much better than it looks in pictures honestly), and we loved the cacio and mcrib as well, but there's so much else on the menu we want to try that we'd probably sub all those out next time. (Eg the trout, congee, chow mein, etc.)",https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Guillaume M.,/user_details?userid=f8WwEMlp5CRFQfCC1eiLNw,"Manhattan, New York, NY",2/5/2023,2,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
Zihan D.,/user_details?userid=vsYrUwg1EK7q_f2YVPcZQQ,"New York, NY",8/7/2022,2,No comment,https://www.yelp.com/biz/bonnies-brooklyn?adjust_creative=YOPxpPg1qGggP5qGSctmew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=YOPxpPg1qGggP5qGSctmew
,,,,,,
